,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,367913050,2002,fire_station,Fire Station Number 1,-85.0307713000,33.0412354000,-85.03077,33.04124
1,367913051,2002,fire_station,Fire Station Number 2,-85.0393826000,33.0265135000,-85.03938,33.02651
2,367913412,2007,library,Coleman Library,-85.0464896000,33.0293022000,-85.04649,33.0293
3,367914616,2008,town_hall,Hogansville City Hall,-84.9146582000,33.1728991000,-84.91466,33.1729
4,358777109,2005,post_office,La Grange Post Office,-85.0321603000,33.0429020000,-85.03216,33.0429
5,367912837,2009,courthouse,Troup County Courthouse,-85.0307713000,33.0404021000,-85.03077,33.0404
6,367913052,2002,fire_station,Fire Station Number 3,-85.0138265000,33.0473464000,-85.01383,33.04735
7,367913410,2007,library,La Grange Memorial Library,-85.0360492000,33.0370688000,-85.03605,33.03707
8,367913413,2007,library,William Banks Library,-85.0424383000,33.0398465000,-85.04244,33.03985
9,367913414,2007,library,Ethel W Kight Library,-85.0243822000,33.0320690000,-85.02438,33.03207
10,367914617,2008,town_hall,La Grange City Hall,-85.0307713000,33.0409576000,-85.03077,33.04096
11,358777233,2005,post_office,West Point Post Office,-85.1852192000,32.8773500000,-85.18522,32.87735
12,367913411,2007,library,Hawkes Childrens Library of West Point,-85.1816080000,32.8767945000,-85.18161,32.87679
13,367914618,2008,town_hall,West Point City Hall,-85.1827191000,32.8779056000,-85.18272,32.87791
