,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,358777427,2005,post_office,Covington Post Office,-83.8624960000,33.5985323000,-83.8625,33.59853
1,367912821,2009,courthouse,Newton County Courthouse,-83.8591903000,33.5977594000,-83.85919,33.59776
2,367914622,2008,town_hall,Covington City Hall,-83.8602659000,33.5970643000,-83.86027,33.59706
3,367914623,2008,town_hall,Oxford City Hall,-83.8682014000,33.6237757000,-83.8682,33.62378
4,5577485774,2007,library,Porter Memorial Branch Library,-84.0057951000,33.5254965000,-84.0058,33.5255
5,886502491,2002,fire_station,Mansfield-Newborn Station,-83.7197513000,33.5210830000,-83.71975,33.52108
