geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
13245000100,245,0.02549,0,0.79337,0,0.18939,0,0.23973,0,0.08453,0,0.03811,1,0.38945,0,0.03714,0,0.53091,0,0.02103,0,0.0,1,0.01063,0.02869,3753,4.85902,772.37854,0.47752,0.44847,0.46537,0.44829
13245000200,245,0.02671,1,0.75493,0,0.13944,0,0.34842,0,0.07866,0,0.01251,1,0.51376,0,0.02109,1,0.42581,0,0.0139,0,0.22194,0,0.00566,0.01198,3030,2.82942,1070.89097,0.36614,0.55888,0.73901,0.29799
13245000300,245,0.02926,1,0.75476,0,0.29964,0,0.38894,0,0.0394,1,0.0,1,0.62448,0,0.08215,1,0.28919,0,0.00597,0,0.02317,0,0.01282,0.00549,1412,1.79101,788.38015,0.42901,0.30034,0.6669,0.37819
13245000600,245,0.0,1,0.77126,0,0.2182,0,0.36538,0,0.05239,0,0.0,1,0.66956,0,0.03054,1,0.2999,0,0.01495,0,0.0,1,0.01004,0.01086,2890,2.44243,1183.2493,0.49932,0.46213,0.32273,0.35665
13245000700,245,0.0,1,0.659,0,0.13105,0,0.34393,0,0.08785,0,0.0,1,0.89346,0,0.0,1,0.10093,1,0.00588,0,0.33549,0,0.01251,0.00369,1231,1.23998,992.75895,0.5279,0.56604,0.66667,0.42627
13245000900,245,0.00322,1,0.67177,0,0.17937,0,0.45476,0,0.10264,0,0.00906,1,0.96755,0,0.00226,1,0.01509,1,0.00723,0,0.43481,0,0.04879,0.00525,1105,1.12041,986.24953,0.44356,0.27729,0.35714,0.36139
13245001000,245,0.0444,1,0.87209,0,0.17761,0,0.2842,0,0.25528,0,0.06589,1,0.33775,0,0.02735,1,0.53087,0,0.0135,0,0.2774,0,0.10909,0.01226,2941,1.98027,1485.14995,0.42991,0.39432,0.50446,0.22388
13245001100,245,0.00336,1,0.97218,0,0.05601,0,0.1178,0,0.03498,0,0.02173,1,0.03816,0,0.07154,1,0.86592,0,0.00865,0,0.0,1,0.00785,0.01863,1742,2.13801,814.77674,0.46851,0.51005,0.66206,0.48697
13245001200,245,0.0,1,0.94837,0,0.15265,0,0.20598,0,0.07147,0,0.00474,1,0.52171,0,0.03336,1,0.42294,0,0.02703,0,0.3715,0,0.01401,0.02286,4506,3.71473,1213.00898,0.4377,0.34998,0.47733,0.3564
13245001300,245,0.00201,1,0.87605,0,0.15937,1,0.2111,0,0.05949,0,0.0,1,0.55506,0,0.04747,1,0.36392,0,0.00875,0,0.0,1,0.0042,0.01257,1380,1.8917,729.50115,0.43793,0.41405,0.51414,0.23374
13245001400,245,0.00816,1,0.82571,0,0.31141,0,0.36583,0,0.09992,0,0.0,1,0.92587,0,0.02901,1,0.02095,0,0.00696,0,0.32744,0,0.00288,0.00586,2190,1.31565,1664.57055,0.42664,0.41401,0.35714,0.35792
13245001500,245,0.03116,1,0.73793,0,0.14706,0,0.16071,0,0.07046,1,0.0,1,0.95664,0,0.0,1,0.03794,1,0.00426,0,0.11333,0,0.00051,0.00499,989,1.25917,785.43519,0.4266,0.95487,0.32357,0.37835
13245001601,245,0.00698,1,0.73864,0,0.06042,1,0.36566,0,0.24011,0,0.01197,1,0.80749,0,0.01535,1,0.16077,0,0.02076,0,0.05412,0,0.02297,0.02048,5107,4.98377,1024.72664,0.51043,0.44535,0.29953,0.27336
13245001602,245,0.0,1,0.97643,0,0.13809,0,0.1008,0,0.04605,0,0.00916,1,0.20912,0,0.02702,1,0.74812,0,0.02096,0,0.0,1,0.00796,0.02917,3923,3.84563,1020.11854,0.52867,0.47827,0.34316,0.55606
13245010101,245,0.00174,1,0.96908,0,0.10773,0,0.11811,0,0.10761,0,0.024,1,0.12973,0,0.02887,1,0.79153,0,0.0134,0,0.0,1,0.01226,0.0283,3654,7.16527,509.95965,0.43566,0.4145,0.42634,0.35954
13245010104,245,0.03955,1,0.98228,0,0.14929,0,0.14874,0,0.14719,0,0.19625,0,0.19294,0,0.04741,1,0.55513,0,0.01871,0,0.0,1,0.04212,0.02274,3987,8.02889,496.58196,0.51996,0.49985,0.63646,0.47761
