,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,367912863,2009,courthouse,Walton County Courthouse,-83.7123957000,33.7945587000,-83.7124,33.79456
1,367913648,2007,library,Memorial Library,-83.7126734000,33.7992809000,-83.71267,33.79928
2,2665915426,2002,fire_station,,-83.7796890000,33.8885214000,-83.77969,33.88852
3,3759105575,2001,police,Monroe Police Department,-83.7133415000,33.7942566000,-83.71334,33.79426
4,3759105576,2009,courthouse,Monroe Municipal Court,-83.7133549000,33.7941919000,-83.71335,33.79419
5,3759544707,2009,courthouse,Walton County Magistrate Court,-83.6965066000,33.7971578000,-83.69651,33.79716
6,3759568010,2001,police,Walton County Sheriff's Office,-83.6998068000,33.7712046000,-83.69981,33.7712
7,5600350783,2002,fire_station,Monroe Fire Department,-83.7102479000,33.7942004000,-83.71025,33.7942
8,6578537650,2005,post_office,The UPS Store,-83.7449184000,33.7944922000,-83.74492,33.79449
9,358744403,2008,town_hall,Loganville City Hall,-83.8974047000,33.8423310000,-83.8974,33.84233
10,358783233,2005,post_office,Walnut Grove Post Office,-83.8524040000,33.7428898000,-83.8524,33.74289
11,367914719,2008,town_hall,Walnut Grove Town Hall,-83.8524040000,33.7426120000,-83.8524,33.74261
12,367914733,2008,town_hall,Social Circle City Hall,-83.7168421000,33.6556726000,-83.71684,33.65567
